date,cumulative_confirmed,population,country_name,subregion1_name,subregion2_name,aggregation_level
2021-07-24,,213596,Indonesia,East Nusa Tenggara,Belu,2
2021-07-24,,276839,Indonesia,East Nusa Tenggara,Flores Timur,2
2021-07-24,,156559,Indonesia,East Nusa Tenggara,Nagekeo,2
2021-07-24,,,Indonesia,West Papua,Manokwari Selatan,2
2021-07-24,,52422,Indonesia,West Sumatra,Padang Panjang,2
2021-07-24,,,Indonesia,Southeast Sulawesi,Kolaka,2
2021-07-24,,,Indonesia,Southeast Sulawesi,Muna Barat,2
2021-07-24,,407057,Indonesia,South Sulawesi,Pinrang,2
2021-07-24,,405714,Indonesia,South Sumatra,Ogan Komering Ulu Selatan,2
2021-07-24,,208225,Indonesia,South Sumatra,Lubuklinggau,2
2021-07-24,,241173,Indonesia,Central Sulawesi,Sigi,2
2021-07-24,,264108,Indonesia,North Sumatra,Tapanuli Selatan,2
2021-07-24,,1038554,Indonesia,North Sumatra,Asahan,2
2021-07-24,,913407,Indonesia,Yogyakarta,Bantul,2
2021-07-24,14944,2704737,Indonesia,Southeast Sulawesi,,1
2021-07-24,,110380,Indonesia,Bengkulu,Lebong,2
2021-07-24,,323554,Indonesia,Jambi,Tebo,2
2021-07-24,,2256589,Indonesia,West Java,Cianjur,2
2021-07-24,,186262,Indonesia,East Java,Pasuruan,2
2021-07-24,,298386,Indonesia,Central Java,Pekalongan,2
2021-07-24,,398562,Indonesia,West Kalimantan,Sintang,2
2021-07-24,,403684,Indonesia,Central Kalimantan,Kotawaringin Timur,2
2021-07-24,,70052,Indonesia,Central Kalimantan,Lamandau,2
2021-07-24,,136060,Indonesia,Central Kalimantan,Gunung Mas,2
2021-07-24,,542984,Indonesia,Lampung,Pesawaran,2
2021-07-24,,132130,Indonesia,West Nusa Tenggara,Sumbawa Barat,2
2021-07-24,,,Indonesia,East Nusa Tenggara,Manggarai,2
2021-07-24,,46109,Indonesia,Papua,Deiyai,2
2021-07-24,,75410,Indonesia,West Papua,Teluk Bintuni,2
2021-07-24,,625642,Indonesia,Riau,Rokan Hilir,2
2021-07-24,,914970,Indonesia,West Sumatra,Padang,2
2021-07-24,,103856,Indonesia,Southeast Sulawesi,Kolaka Timur,2
2021-07-24,,352845,Indonesia,South Sulawesi,Luwu Utara,2
2021-07-24,,715345,Indonesia,South Sumatra,Ogan Komering Ilir,2
2021-07-24,,150464,Indonesia,Central Sulawesi,Tojo Una Una,2
2021-07-24,,,Indonesia,North Sumatra,Central Tapanuli,2
2021-07-24,,422732,Indonesia,Yogyakarta,Yogyakarta City,2
2021-07-24,3127826,273523621,Indonesia,,,0
2021-07-24,7177,1202631,Indonesia,Gorontalo,,1
2021-07-24,32130,2714000,Indonesia,Central Kalimantan,,1
2021-07-24,87073,6971745,Indonesia,Riau,,1
2021-07-24,,426505,Indonesia,Aceh,Bireuen,2
2021-07-24,,178334,Indonesia,Aceh,Langsa,2
2021-07-24,,169458,Indonesia,Bengkulu,Mukomuko,2
2021-07-24,,157215,Indonesia,Gorontalo,Bone Bolango,2
2021-07-24,,3657701,Indonesia,West Java,Bandung,2
2021-07-24,,1898273,Indonesia,West Java,Karawang,2
2021-07-24,,316126,Indonesia,West Java,Cirebon,2
2021-07-24,,1017838,Indonesia,East Java,Lumajang,2
2021-07-24,,,Indonesia,East Java,Jombang,2
2021-07-24,,,Indonesia,East Java,Bojonegoro,2
2021-07-24,,,Indonesia,East Java,Sumenep,2
2021-07-24,,2227390,Indonesia,Jakarta,South Jakarta,2
2021-07-24,,801768,Indonesia,Central Java,Kudus,2
2021-07-24,,161413,Indonesia,East Kalimantan,Bontang,2
2021-07-24,,108064,Indonesia,Central Kalimantan,Barito Timur,2
2021-07-24,,634643,Indonesia,Lampung,Tanggamus,2
2021-07-24,,161799,Indonesia,Lampung,Metro,2
2021-07-24,,57736,Indonesia,Papua,Keerom,2
2021-07-24,,103373,Indonesia,Papua,Nduga,2
2021-07-24,,,Indonesia,Papua,Puncak,2
2021-07-24,,413283,Indonesia,Papua,Jayapura,2
2021-07-24,,,Indonesia,West Papua,Pegunungan Arfak,2
2021-07-24,,203703,Indonesia,Riau,Kepulauan Meranti,2
2021-07-24,,264084,Indonesia,Riau,Dumai,2
2021-07-24,,83706,Indonesia,North Sulawesi,Bolaang Mongondow Utara,2
2021-07-24,,96411,Indonesia,North Sulawesi,Tomohon,2
2021-07-24,,,Indonesia,Southeast Sulawesi,Muna,2
2021-07-24,,65116,Indonesia,Southeast Sulawesi,Konawe Utara,2
2021-07-24,,233894,Indonesia,South Sulawesi,Toraja Utara,2
2021-07-24,,,Indonesia,South Sumatra,Musi Rawas,2
2021-07-24,,322184,Indonesia,South Sumatra,Empat Lawang,2
2021-07-24,,359350,Indonesia,Central Sulawesi,Palu,2
2021-07-24,,,Indonesia,North Sumatra,Karo,2
2021-07-24,,263062,Indonesia,North Sumatra,Padang Lawas Utara,2
2021-07-24,,233933,Indonesia,North Sumatra,Padang Lawas,2
2021-07-24,,94971,Indonesia,North Sumatra,Sibolga,2
2021-07-24,,165763,Indonesia,North Sumatra,Tanjungbalai,2
2021-07-23,100604,12927316,Indonesia,Banten,,1
2021-07-23,343205,34718204,Indonesia,Central Java,,1
2021-07-23,103063,3721389,Indonesia,East Kalimantan,,1
2021-07-23,17825,742245,Indonesia,North Kalimantan,,1
2021-07-23,,146453,Indonesia,Aceh,Aceh Barat Daya,2
2021-07-23,,235305,Indonesia,Aceh,Banda Aceh,2
2021-07-23,,,Indonesia,Bangka Belitung Islands,Bangka,2
2021-07-23,,268569,Indonesia,Bengkulu,Rejang Lebong,2
2021-07-23,,2381053,Indonesia,West Java,Bekasi,2
2021-07-23,,,Indonesia,East Java,Tulungagung,2
2021-07-23,,,Indonesia,East Java,Probolinggo,2
2021-07-23,,223159,Indonesia,East Java,Probolinggo,2
2021-07-23,,1781734,Indonesia,Jakarta,North Jakarta,2
2021-07-23,,1197982,Indonesia,Central Java,Kebumen,2
2021-07-23,,,Indonesia,Central Java,Purworejo,2
2021-07-23,,861240,Indonesia,Central Java,Karanganyar,2
2021-07-23,,170826,Indonesia,South Kalimantan,Tapin,2
2021-07-23,,302524,Indonesia,Lampung,Mesuji,2
2021-07-23,,161799,Indonesia,Lampung,Metro,2
2021-07-23,,,Indonesia,Maluku,Buru,2
2021-07-23,,132130,Indonesia,West Nusa Tenggara,Sumbawa Barat,2
2021-07-23,,,Indonesia,Papua,Pegunungan Bintang,2
2021-07-23,,413283,Indonesia,Papua,Jayapura,2
2021-07-23,,610067,Indonesia,Riau,Indragiri Hilir,2
2021-07-23,,81973,Indonesia,North Sulawesi,Bolaang Mongondow Timur,2
2021-07-23,,120597,Indonesia,North Sulawesi,Kotamobagu,2
2021-07-23,,129542,Indonesia,South Sulawesi,Parepare,2
2021-07-23,,715345,Indonesia,South Sumatra,Ogan Komering Ilir,2
2021-07-23,,66020,Indonesia,Central Sulawesi,Banggai Laut,2
2021-07-23,,,Indonesia,North Sumatra,Central Tapanuli,2
2021-07-23,,,Indonesia,North Sumatra,Simalungun,2
2021-07-23,,1038554,Indonesia,North Sumatra,Asahan,2
2021-07-23,,144011,Indonesia,North Sumatra,Nias Utara,2
2021-07-23,,94971,Indonesia,North Sumatra,Sibolga,2
2021-07-23,21312,5371532,Indonesia,Aceh,,1
2021-07-23,7103,1202631,Indonesia,Gorontalo,,1
2021-07-23,75553,8851240,Indonesia,South Sulawesi,,1
2021-07-23,,178334,Indonesia,Aceh,Langsa,2
2021-07-23,,78801,Indonesia,Aceh,Subulussalam,2
2021-07-23,,110380,Indonesia,Bengkulu,Lebong,2
2021-07-23,,613356,Indonesia,Banten,Serang,2
2021-07-23,,305114,Indonesia,Jambi,Batanghari,2
2021-07-23,,678027,Indonesia,West Java,Tasikmalaya,2
2021-07-23,,,Indonesia,East Java,Bondowoso,2
2021-07-23,,71448,Indonesia,Riau Islands,Natuna,2
2021-07-23,,249434,Indonesia,Central Kalimantan,Palangkaraya,2
2021-07-23,,1259289,Indonesia,Lampung,Lampung Selatan,2
2021-07-23,,,Indonesia,Maluku,Kepulauan Aru,2
2021-07-23,,,Indonesia,West Nusa Tenggara,Sumbawa,2
2021-07-23,,,Indonesia,East Nusa Tenggara,Timor Tengah Selatan,2
2021-07-23,,162721,Indonesia,East Nusa Tenggara,Ngada,2
2021-07-23,,249218,Indonesia,East Nusa Tenggara,Manggarai Timur,2
2021-07-23,,152,Indonesia,Papua,Biak Numfor,2
2021-07-23,,52527,Indonesia,Papua,Boven Digoel,2
2021-07-23,,109763,Indonesia,Papua,Lanny Jaya,2
2021-07-23,,22156,Indonesia,West Papua,Maybrat,2
2021-07-23,,218520,Indonesia,North Sulawesi,Bitung,2
2021-07-23,,424559,Indonesia,West Sumatra,Pasaman Barat,2
2021-07-23,,746735,Indonesia,South Sulawesi,Gowa,2
2021-07-23,,,Indonesia,South Sulawesi,Bone,2
2021-07-23,,352845,Indonesia,South Sulawesi,Luwu Utara,2
2021-07-23,,,Indonesia,Central Sulawesi,Morowali,2
2021-07-23,,264108,Indonesia,North Sumatra,Tapanuli Selatan,2
2021-07-23,17778,5013687,Indonesia,West Nusa Tenggara,,1
2021-07-23,16927,959617,Indonesia,West Papua,,1
2021-07-23,,186008,Indonesia,Aceh,Aceh Barat,2
2021-07-23,,619407,Indonesia,Aceh,Aceh Utara,2
2021-07-23,,310596,Indonesia,Bali,Jembrana,2
2021-07-23,,165021,Indonesia,Bangka Belitung Islands,Bangka Tengah,2
2021-07-23,,144418,Indonesia,Bengkulu,Kepahiang,2
2021-07-23,,141796,Indonesia,Gorontalo,Boalemo,2
2021-07-23,,1193725,Indonesia,West Java,Majalengka,2
2021-07-23,,316126,Indonesia,West Java,Cirebon,2
2021-07-23,,2330333,Indonesia,West Java,Depok,2
2021-07-23,,,Indonesia,East Java,Banyuwangi,2
2021-07-23,,676703,Indonesia,East Java,Situbondo,2
2021-07-23,,762278,Indonesia,Central Java,Batang,2
2021-07-23,,124912,Indonesia,Central Java,Magelang,2
2021-07-23,,275789,Indonesia,Central Java,Tegal,2
2021-07-23,,234192,Indonesia,West Kalimantan,Kapuas Hulu,2
2021-07-23,,392022,Indonesia,West Kalimantan,Landak,2
2021-07-23,,303376,Indonesia,Papua,Mimika,2
2021-07-23,,82476,Indonesia,Papua,Yalimo,2
2021-07-23,,58753,Indonesia,Southeast Sulawesi,Buton Utara,2
2021-07-23,,255535,Indonesia,South Sulawesi,Sinjai,2
2021-07-23,,236850,Indonesia,South Sulawesi,Enrekang,2
2021-07-23,,,Indonesia,South Sulawesi,Luwu,2
2021-07-23,,322184,Indonesia,South Sumatra,Empat Lawang,2
2021-07-23,,,Indonesia,Central Sulawesi,Banggai,2
2021-07-23,,384982,Indonesia,North Sumatra,Labuhanbatu Utara,2
2021-07-23,,426505,Indonesia,Aceh,Bireuen,2
2021-07-23,,485377,Indonesia,Bali,Gianyar,2
2021-07-23,,1139061,Indonesia,Banten,Pandeglang,2
2021-07-23,,,Indonesia,East Java,Magetan,2
2021-07-23,,1261661,Indonesia,Central Java,Magelang,2
2021-07-23,,596669,Indonesia,West Kalimantan,Kubu Raya,2
2021-07-23,,618388,Indonesia,West Kalimantan,Pontianak,2
2021-07-23,,157711,Indonesia,East Kalimantan,Penajam North Paser,2
2021-07-23,,122219,Indonesia,Central Kalimantan,Pulang Pisau,2
2021-07-23,,20842,Indonesia,North Kalimantan,Tana Tidung,2
2021-07-23,,634643,Indonesia,Lampung,Tanggamus,2
2021-07-23,,,Indonesia,Maluku,Maluku Tenggara,2
2021-07-23,,,Indonesia,North Maluku,Morotai Island,2
2021-07-23,,708236,Indonesia,West Nusa Tenggara,Lombok Barat,2
2021-07-23,,,Indonesia,East Nusa Tenggara,Sumba Barat,2
2021-07-23,,163390,Indonesia,Papua,Nabire,2
2021-07-23,,101086,Indonesia,Papua,Asmat,2
2021-07-23,,,Indonesia,West Papua,Manokwari Selatan,2
2021-07-23,,855221,Indonesia,Riau,Pekanbaru,2
2021-07-23,,230089,Indonesia,West Sumatra,Sijunjung,2
2021-07-23,,192568,Indonesia,South Sulawesi,Bantaeng,2
2021-07-23,,233894,Indonesia,South Sulawesi,Toraja Utara,2
2021-07-23,,405714,Indonesia,South Sumatra,Ogan Komering Ulu Selatan,2
2021-07-23,,238400,Indonesia,Central Sulawesi,Poso,2
2021-07-23,,150464,Indonesia,Central Sulawesi,Tojo Una Una,2
2021-07-23,,,Indonesia,North Sumatra,Tapanuli Utara,2
2021-07-23,,218007,Indonesia,Aceh,Aceh Tenggara,2
2021-07-23,,379429,Indonesia,Aceh,Aceh Besar,2
2021-07-23,,805883,Indonesia,Bali,Buleleng,2
2021-07-23,,163407,Indonesia,Bangka Belitung Islands,Bangka Selatan,2
2021-07-23,,274031,Indonesia,Bengkulu,Bengkulu Utara,2
2021-07-23,,1538100,Indonesia,West Java,Subang,2
2021-07-23,,,Indonesia,East Java,Madiun,2
2021-07-23,,2970730,Indonesia,East Java,Surabaya,2
2021-07-23,,1800474,Indonesia,Central Java,Cilacap,2
2021-07-23,,754141,Indonesia,Central Java,Temanggung,2
2021-07-23,,403684,Indonesia,Central Kalimantan,Kotawaringin Timur,2
2021-07-23,,121455,Indonesia,Central Kalimantan,Barito Selatan,2
2021-07-23,,115604,Indonesia,Central Kalimantan,Murung Raya,2
2021-07-23,,472483,Indonesia,Lampung,Way Kanan,2
2021-07-23,,211051,Indonesia,West Nusa Tenggara,Dompu,2
2021-07-23,,519078,Indonesia,West Nusa Tenggara,Bima,2
2021-07-23,,207283,Indonesia,East Nusa Tenggara,Alor,2
2021-07-23,,91194,Indonesia,East Nusa Tenggara,Sabu Raijua,2
2021-07-23,,203703,Indonesia,Riau,Kepulauan Meranti,2
2021-07-23,,52422,Indonesia,West Sumatra,Padang Panjang,2
2021-07-23,,,Indonesia,Southeast Sulawesi,Muna Barat,2
2021-07-23,,112045,Indonesia,Southeast Sulawesi,Buton Tengah,2
2021-07-23,,557758,Indonesia,South Sumatra,Muara Enim,2
2021-07-23,,797471,Indonesia,South Sumatra,Banyuasin,2
2021-07-23,,,Indonesia,North Sumatra,Mandailing Natal,2
2021-07-23,,,Indonesia,North Sumatra,Nias Selatan,2
2021-07-23,,635362,Indonesia,North Sumatra,Serdang Bedagai,2
2021-07-23,,233933,Indonesia,North Sumatra,Padang Lawas,2
2021-07-23,17710,3624579,Indonesia,Jambi,,1
2021-07-23,30388,8447737,Indonesia,Lampung,,1
2021-07-23,,169458,Indonesia,Bengkulu,Mukomuko,2
2021-07-23,,2237006,Indonesia,Banten,Tangerang,2
2021-07-23,,,Indonesia,Jambi,Sarolangun,2
2021-07-23,,2184025,Indonesia,West Java,Garut,2
2021-07-23,,1112465,Indonesia,West Java,Kuningan,2
2021-07-23,,2054614,Indonesia,West Java,Cirebon,2
2021-07-23,,1898273,Indonesia,West Java,Karawang,2
2021-07-23,,1030720,Indonesia,West Java,Bogor,2
2021-07-23,,2430185,Indonesia,East Java,Jember,2
2021-07-23,,,Indonesia,East Java,Bangkalan,2
2021-07-23,,,Indonesia,East Java,Sampang,2
2021-07-23,,958606,Indonesia,Central Java,Sragen,2
2021-07-23,,1099078,Indonesia,Central Java,Demak,2
2021-07-23,,552118,Indonesia,Central Java,Surakarta,2
2021-07-23,,573809,Indonesia,West Kalimantan,Ketapang,2
2021-07-23,,230376,Indonesia,West Kalimantan,Singkawang,2
2021-07-23,,121429,Indonesia,South Kalimantan,Balangan,2
2021-07-23,,241059,Indonesia,Central Kalimantan,Kotawaringin Barat,2
2021-07-23,,70052,Indonesia,Central Kalimantan,Lamandau,2
2021-07-23,,203221,Indonesia,Maluku,Seram Bagian Barat,2
2021-07-23,,242352,Indonesia,North Maluku,Halmahera Selatan,2
2021-07-23,,61376,Indonesia,North Maluku,Pulau Taliabu,2
2021-07-23,,228092,Indonesia,West Nusa Tenggara,Lombok Utara,2
2021-07-23,,,Indonesia,West Papua,Sorong,2
2021-07-23,,61582,Indonesia,West Papua,Raja Ampat,2
2021-07-23,,625642,Indonesia,Riau,Rokan Hilir,2
2021-07-23,,407093,Indonesia,Riau,Siak,2
2021-07-23,,513192,Indonesia,West Sumatra,Pesisir Selatan,2
2021-07-23,,,Indonesia,West Sumatra,Solok,2
2021-07-23,,361910,Indonesia,West Sumatra,Tanah Datar,2
2021-07-23,,518695,Indonesia,West Sumatra,Agam,2
2021-07-23,,174479,Indonesia,West Sumatra,Solok Selatan,2
2021-07-23,,,Indonesia,Southeast Sulawesi,Buton,2
2021-07-23,,33429,Indonesia,Southeast Sulawesi,Konawe Kepulauan,2
2021-07-23,,180130,Indonesia,South Sulawesi,Palopo,2
2021-07-23,,,Indonesia,North Sumatra,Pakpak Bharat,2
2021-07-23,556181,49316712,Indonesia,West Java,,1
2021-07-23,,204835,Indonesia,Aceh,Aceh Tengah,2
2021-07-23,,38077,Indonesia,Aceh,Sabang,2
2021-07-23,,161737,Indonesia,Bengkulu,Bengkulu Selatan,2
2021-07-23,,1401036,Indonesia,Banten,Serang,2
2021-07-23,,1640647,Indonesia,West Java,Tasikmalaya,2
2021-07-23,,395725,Indonesia,West Java,Pangandaran,2
2021-07-23,,,Indonesia,East Java,Pamekasan,2
2021-07-23,,929393,Indonesia,Central Java,Purbalingga,2
2021-07-23,,612334,Indonesia,Central Java,Rembang,2
2021-07-23,,298383,Indonesia,West Kalimantan,Mempawah,2
2021-07-23,,28833,Indonesia,East Kalimantan,Mahakam Ulu,2
2021-07-23,,531708,Indonesia,South Kalimantan,Banjar,2
2021-07-23,,230847,Indonesia,South Kalimantan,Tabalong,2
2021-07-23,,125684,Indonesia,Maluku,Seram Bagian Timur,2
2021-07-23,,103171,Indonesia,North Maluku,Tidore,2
2021-07-23,,247812,Indonesia,East Nusa Tenggara,Timor Tengah Utara,2
2021-07-23,,100182,Indonesia,Papua,Mappi,2
2021-07-23,,39879,Indonesia,West Papua,Teluk Wondama,2
2021-07-23,,230436,Indonesia,North Sulawesi,Minahasa Selatan,2
2021-07-23,,,Indonesia,Southeast Sulawesi,Kolaka,2
2021-07-23,,131623,Indonesia,Southeast Sulawesi,Kolaka Utara,2
2021-07-23,,279292,Indonesia,South Sulawesi,Tana Toraja,2
2021-07-23,,,Indonesia,Central Sulawesi,Buol,2
2021-07-23,,90395,Indonesia,North Sumatra,Nias Barat,2
2021-07-23,40015,8470683,Indonesia,South Sumatra,,1
2021-07-23,,126833,Indonesia,Aceh,Aceh Singkil,2
2021-07-23,,152059,Indonesia,Aceh,Bener Meriah,2
2021-07-23,,211862,Indonesia,Bali,Klungkung,2
2021-07-23,,539314,Indonesia,Bali,Karangasem,2
2021-07-23,,123236,Indonesia,Bengkulu,Kaur,2
2021-07-23,,602187,Indonesia,Jambi,Jambi,2
2021-07-23,,1100576,Indonesia,West Java,Sumedang,2
2021-07-23,,3500023,Indonesia,West Java,Bekasi,2
2021-07-23,,1017838,Indonesia,East Java,Lumajang,2
2021-07-23,,,Indonesia,East Java,Sumenep,2
2021-07-23,,186262,Indonesia,East Java,Pasuruan,2
2021-07-23,,398562,Indonesia,West Kalimantan,Sintang,2
2021-07-23,,205866,Indonesia,West Kalimantan,Sekadau,2
2021-07-23,,226289,Indonesia,West Kalimantan,Melawi,2
2021-07-23,,161413,Indonesia,East Kalimantan,Bontang,2
2021-07-23,,246222,Indonesia,South Kalimantan,Hulu Sungai Tengah,2
2021-07-23,,305633,Indonesia,South Kalimantan,Tanah Bumbu,2
2021-07-23,,144302,Indonesia,Central Kalimantan,Katingan,2
2021-07-23,,71912,Indonesia,North Kalimantan,Malinau,2
2021-07-23,,453212,Indonesia,Lampung,Pringsewu,2
2021-07-23,,251039,Indonesia,Lampung,Tulang Bawang Barat,2
2021-07-23,,138557,Indonesia,East Nusa Tenggara,Rote Ndao,2
2021-07-23,,300671,Indonesia,East Nusa Tenggara,Sumba Barat Daya,2
2021-07-23,,262909,Indonesia,Papua,Jayawijaya,2
2021-07-23,,162199,Indonesia,Papua,Jayapura,2
2021-07-23,,226524,Indonesia,Papua,Tolikara,2
2021-07-23,,109961,Indonesia,Papua,Dogiyai,2
2021-07-23,,20212,Indonesia,West Papua,Tambrauw,2
2021-07-23,,365920,Indonesia,West Sumatra,Lima Puluh Kota,2
2021-07-23,,65116,Indonesia,Southeast Sulawesi,Konawe Utara,2
2021-07-23,,92664,Indonesia,Southeast Sulawesi,Buton Selatan,2
2021-07-23,,331013,Indonesia,Southeast Sulawesi,Kendari,2
2021-07-23,,475610,Indonesia,South Sulawesi,Wajo,2
2021-07-23,,290727,Indonesia,South Sulawesi,Luwu Timur,2
2021-07-23,,,Indonesia,West Sulawesi,Mamuju,2
2021-07-23,,418845,Indonesia,South Sumatra,Lahat,2
2021-07-23,,359350,Indonesia,Central Sulawesi,Palu,2
2021-07-23,,169786,Indonesia,North Sumatra,Tebing Tinggi,2
2021-07-23,778486,10557810,Indonesia,Jakarta,,1
2021-07-23,85858,6971745,Indonesia,Riau,,1
2021-07-23,,82981,Indonesia,Aceh,Aceh Jaya,2
2021-07-23,,153313,Indonesia,Aceh,Pidie Jaya,2
2021-07-23,,,Indonesia,Bangka Belitung Islands,Belitung,2
2021-07-23,,,Indonesia,Bangka Belitung Islands,Bangka Barat,2
2021-07-23,,,Indonesia,Bangka Belitung Islands,Belitung Timur,2
2021-07-23,,2436729,Indonesia,West Java,Sukabumi,2
2021-07-23,,2256589,Indonesia,West Java,Cianjur,2
2021-07-23,,586580,Indonesia,West Java,Cimahi,2
2021-07-23,,182819,Indonesia,West Java,Banjar,2
2021-07-23,,801768,Indonesia,Central Java,Kudus,2
2021-07-23,,1457090,Indonesia,Central Java,Pemalang,2
2021-07-23,,1835627,Indonesia,Central Java,Brebes,2
2021-07-23,,280364,Indonesia,West Kalimantan,Bengkayang,2
2021-07-23,,,Indonesia,East Kalimantan,Samarinda,2
2021-07-23,,216466,Indonesia,South Kalimantan,Hulu Sungai Utara,2
2021-07-23,,201635,Indonesia,North Kalimantan,Tarakan,2
2021-07-23,,,Indonesia,Maluku,Kepulauan Tanimbar,2
2021-07-23,,57723,Indonesia,Maluku,Maluku Barat Daya,2
2021-07-23,,372249,Indonesia,Maluku,Ambon,2
2021-07-23,,48866,Indonesia,North Maluku,Halmahera Tengah,2
2021-07-23,,274758,Indonesia,East Nusa Tenggara,Ende,2
2021-07-23,,232951,Indonesia,East Nusa Tenggara,Sumba Timur,2
2021-07-23,,57736,Indonesia,Papua,Keerom,2
2021-07-23,,88463,Indonesia,Papua,Intan Jaya,2
2021-07-23,,522125,Indonesia,Riau,Bengkalis,2
2021-07-23,,,Indonesia,North Sulawesi,Bolaang Mongondow,2
2021-07-23,,140420,Indonesia,North Sulawesi,Sangihe,2
2021-07-23,,115834,Indonesia,North Sulawesi,Minahasa Tenggara,2
2021-07-23,,253299,Indonesia,West Sumatra,Pasaman,2
2021-07-23,,,Indonesia,Southeast Sulawesi,Konawe,2
2021-07-23,,133553,Indonesia,Southeast Sulawesi,Bombana,2
2021-07-23,,,Indonesia,North Sumatra,Langkat,2
2021-07-23,28789,1488792,Indonesia,Bangka Belitung Islands,,1
2021-07-23,32676,5456203,Indonesia,East Nusa Tenggara,,1
2021-07-23,64525,5441197,Indonesia,West Sumatra,,1
2021-07-23,14718,2704737,Indonesia,Southeast Sulawesi,,1
2021-07-23,,101325,Indonesia,Jambi,Sungai Penuh,2
2021-07-23,,1200924,Indonesia,West Java,Ciamis,2
2021-07-23,,845689,Indonesia,West Java,Purwakarta,2
2021-07-23,,2871660,Indonesia,Jakarta,East Jakarta,2
2021-07-23,,1707474,Indonesia,Central Java,Banyumas,2
2021-07-23,,885200,Indonesia,Central Java,Sukoharjo,2
2021-07-23,,1141236,Indonesia,Central Java,Jepara,2
2021-07-23,,951465,Indonesia,Central Java,Kendal,2
2021-07-23,,207564,Indonesia,East Kalimantan,Berau,2
2021-07-23,,237002,Indonesia,Riau Islands,Karimun,2
2021-07-23,,,Indonesia,Riau Islands,Lingga,2
2021-07-23,,150227,Indonesia,Central Kalimantan,Barito Utara,2
2021-07-23,,108064,Indonesia,Central Kalimantan,Barito Timur,2
2021-07-23,,294636,Indonesia,Lampung,Lampung Barat,2
2021-07-23,,,Indonesia,East Nusa Tenggara,Manggarai,2
2021-07-23,,82158,Indonesia,East Nusa Tenggara,Sumba Tengah,2
2021-07-23,,106827,Indonesia,Papua,Yapen Islands,2
2021-07-23,,35543,Indonesia,Papua,Sarmi,2
2021-07-23,,19104,Indonesia,Papua,Supiori,2
2021-07-23,,103373,Indonesia,Papua,Nduga,2
2021-07-23,,1452456,Indonesia,South Sumatra,Palembang,2
2021-07-23,,208225,Indonesia,South Sumatra,Lubuklinggau,2
2021-07-23,,188082,Indonesia,South Sumatra,Prabumulih,2
2021-07-23,,208489,Indonesia,Central Sulawesi,Tolitoli,2
2021-07-23,,278055,Indonesia,North Sumatra,Pematangsiantar,2
2021-07-23,,165763,Indonesia,North Sumatra,Tanjungbalai,2
2021-07-23,,269053,Indonesia,North Sumatra,Binjai,2
2021-07-23,31749,2714000,Indonesia,Central Kalimantan,,1
2021-07-23,101005,3842932,Indonesia,Yogyakarta,,1
2021-07-23,,418189,Indonesia,Aceh,Aceh Timur,2
2021-07-23,,106761,Indonesia,Bengkulu,Bengkulu Tengah,2
2021-07-23,,387543,Indonesia,Banten,Cilegon,2
2021-07-23,,157215,Indonesia,Gorontalo,Bone Bolango,2
2021-07-23,,320970,Indonesia,West Java,Sukabumi,2
2021-07-23,,,Indonesia,East Java,Bojonegoro,2
2021-07-23,,780000,Indonesia,East Java,Malang,2
2021-07-23,,914283,Indonesia,Jakarta,Central Jakarta,2
2021-07-23,,972794,Indonesia,Central Java,Boyolali,2
2021-07-23,,,Indonesia,Lampung,Tulang Bawang,2
2021-07-23,,433970,Indonesia,East Nusa Tenggara,Kupang,2
2021-07-23,,272349,Indonesia,West Papua,Sorong,2
2021-07-23,,215285,Indonesia,North Sulawesi,Minahasa Utara,2
2021-07-23,,70487,Indonesia,North Sulawesi,Kepulauan Siau Tagulandang Biaro,2
2021-07-23,,96411,Indonesia,North Sulawesi,Tomohon,2
2021-07-23,,457861,Indonesia,West Sumatra,Padang Pariaman,2
2021-07-23,,201328,Indonesia,West Sumatra,Dharmasraya,2
2021-07-23,,125608,Indonesia,West Sumatra,Payakumbuh,2
2021-07-23,,434731,Indonesia,South Sulawesi,Bulukumba,2
2021-07-23,,164107,Indonesia,West Sulawesi,Majene,2
2021-07-23,,,Indonesia,South Sumatra,Musi Rawas,2
2021-07-23,,182807,Indonesia,South Sumatra,Musi Rawas Utara,2
2021-07-23,,749447,Indonesia,Yogyakarta,Gunung Kidul,2
2021-07-23,266638,39698631,Indonesia,East Java,,1
2021-07-23,24626,3379302,Indonesia,Papua,,1
2021-07-23,,87558,Indonesia,Aceh,Simeulue,2
2021-07-23,,461062,Indonesia,Bali,Badung,2
2021-07-23,,261240,Indonesia,Bali,Bangli,2
2021-07-23,,834881,Indonesia,Bali,Denpasar,2
2021-07-23,,323554,Indonesia,Jambi,Tebo,2
2021-07-23,,3657701,Indonesia,West Java,Bandung,2
2021-07-23,,,Indonesia,East Java,Trenggalek,2
2021-07-23,,2576596,Indonesia,East Java,Malang,2
2021-07-23,,,Indonesia,East Java,Mojokerto,2
2021-07-23,,,Indonesia,East Java,Madiun,2
2021-07-23,,252000,Indonesia,East Java,Kediri,2
2021-07-23,,845760,Indonesia,Central Java,Wonosobo,2
2021-07-23,,1411662,Indonesia,Central Java,Grobogan,2
2021-07-23,,240048,Indonesia,East Kalimantan,Paser,2
2021-07-23,,1448848,Indonesia,Lampung,Lampung Tengah,2
2021-07-23,,130137,Indonesia,North Maluku,Halmahera Barat,2
